,Title,Content
0,"【인사】DGB금융지주, DGB대구은행 2022 상반기",  ◆ DGB금융지주 ○ 부점장급 이동 ▲HR기업문화부 부장대우 마필재 ▲리스크관리부 부장 백상헌 ▲CSR추진부 부장 김상헌 ▲글로벌사업부 부장 문희웅 ▲HR기업문화부 부장대우 장용호 ◆ DGB대구은행 ○ 부점장급 이동 ▲ 대이동지점 지점장 강정훈 ▲ 태전동지점 지점장 곽보영 ▲ 북성로지점 지점장 권선일... 
1,"DGB금융지주·대구은행, 임원 인사 및 조직 개편 실시","  최종호 상무(그룹감사총괄)와 황병우 상무(그룹지속가능경영총괄 겸 ESG전략경영연구소장)를 각각 전무로 승진했으며, 구은미 대구은행 준법감시인을 그룹준법감시인(전무)으로 신규 선임했다. 상무에는 강정훈 현 미래기획부장을 신규 선임했다. 김태오 회장은 ▲HIPO프로그램 인재 POOL에서 임원을 선임해... "
2,"DGB금융지주 대구은행 임원인사, 김태오 ""미래 CEO 육성에 전력""","  DGB금융그룹이 금융지주와 대구은행의 임원인사를 실시했다. DGB금융그룹은 28일 그룹임원인사위원회 및 이사회를 열고 2022년 임원인사를 시행했다고 29일 밝혔다. 김태오 DGB금융지주 회장. DGB금융그룹은 ""DGB금융지주 임원인사는 지주회사의 조직개편 방향인 '핵심기능 강화와 미래금융 대응'에 발맞춰... "
3,[인사] DGB금융지주·DGB대구은행,  신근호 ▲ 대구본부 부장 신동준 ▲ 대구본부 부장 신미경 ▲ 부천지점 지점장 신성우 ▲ ICT개발부 부장 안용준 ▲ 이시아폴리스지점 지점장 여규동 ▲ 북비산지점 지점장 오세진 ▲ 자금지원부 부장 오세현 ▲ 마케팅기획부 부장 오현석 ▲ 사상공단영업부 기업지점장 유창화 ▲ 경산공단영업부 부장 유현호... 
4,서울 한복판에 대구은행 광고가 하루종일…무슨 일이지?,"  송출 영상은 외부 광고 없이 오로지 DGB대구은행, DGB캐피탈, 하이자산운용 등 DGB금융그룹의 주요 계열사를 홍보하기 위한 것으로 구성됐다. 특히 DGB금융그룹의 대표 캐릭터 단디가 창문을 열고 인사하는 약 40초짜리 영상은 행인들에게 친근함을 안겨줘 종각의 '랜드마크'로 자리 잡을 것이라는 전망도... "
5,DGB대구은행 '2021 포용금융 유공자 시상 2관왕',  DGB대구은행은 금융감독원이 주관하는 2021년 포용금융 부문 유공자 시상에서 자영업자 경영컨설팅 지원 부문 및 서민금융 지원 부문 우수기관 표창을 받았다고 28일 밝혔다. 이번 수상을 통해 DGB대구은행은 자영업자 사업역량 강화 지원에 대한 공로와 서민금융 활성화에 이바지한 공로를 인정받있다. 또한... 
6,"금감원, NH농협·대구은행 등에 '포용금융 공헌' 포상","  서민금융 지원 부문에서는 '새희망홀씨' 공급 확대 등을 통해 서민·취약계층 금융지원 활성화에 기여한 NH농협·DGB대구은행이 우수상을 받았다. 중소기업 지원 부문 우수상은 중소기업 대출, 관계형 금융 등에 기여한 신한은행·BNK부산은행에 돌아갔다. 자영업자 경영컨설팅 지원 부문에서는 코로나19... "
7,"임성훈 대구은행장, 신입행원과 메타버스 간담회","  DGB대구은행(이하 대구은행)은 미래성장 동력인 디지털 혁신을 도모하고, MZ세대 직원들과의 격의 없는 소통을 위해 은행장과 신입행원과의 온라인 만남을 성황리에 진행했다고 27일 밝혔다. 대구은행은 신입행원 연수 일정 중 매년 진행하는 '은행장과 신입행원 간담회'를 메타버스 플랫폼 '게더 타운'에서... "
8,"대구은행 성주지점, 성금 200만원 전달",  DGB대구은행 성주지점(지점장 소영섭)은 지난 29일 성주군청을 방문해 희망2022나눔캠페인 이웃돕기 성금 200만원을 전달했다. 매년 지역 취약계층을 대상으로 성금과 물품을 기부하는 등 지역나눔 활동을 펼쳐오고 있다. 올해 연탄2600장(220만원 상당) 기탁에 이어 '희망2022나눔캠페인'에도... 
9,"[더벨]DGB대구은행, '비대면 강화·조직 융합' 방점 조직개편",  DGB대구은행의 올 연말 조직개편은 비대면 리테일 강화와 조직 운영 효율화로 압축된다. 디지털본부에 가계 여·수신 서비스에 대한 기획 및 마케팅 기능을 포함시켜 모바일뱅킹 이용률이 급증하는 최근의 기조에 대응토록 했다. 이 밖에 연관된 본부를 합쳐 조직을 슬림화하고 업무 효율성을 극대화했다.... 
10,"[더벨]DGB대구은행, '비대면 강화·조직 융합' 방점 조직개편",  DGB대구은행의 올 연말 조직개편은 비대면 리테일 강화와 조직 운영 효율화로 압축된다. 디지털본부에 가계 여·수신 서비스에 대한 기획 및 마케팅 기능을 포함시켜 모바일뱅킹 이용률이 급증하는 최근의 기조에 대응토록 했다. 이 밖에 연관된 본부를 합쳐 조직을 슬림화하고 업무 효율성을 극대화했다....  
11,"은행 지점·인력 다이어트, 올해 대구은행 희망퇴직 100명 훌쩍 넘길 듯",  올들어 대구은행에서만 100명 이상의 희망퇴직이 몰리는 등 은행권에 5천명 이상의 '역대 최대규모' 감원 바람이 불고 있다. 올해 금융권 호실적 속에 희망퇴직 조건이 좋은데다 각사의 지점 영업인력 축소 의지가 맞물린 결과라는 분석이 나온다. 27일 DGB대구은행에 따르면 지난달 19~24일 대구은행...  
12,[대구CBS 연말결산]'뇌물 사건'으로 밝혀진 대구은행 캄보디아 부동산 ...,  28일은 마지막 순서로 수십억대 뇌물 사건으로 드러난 DGB대구은행 캄보디아 부동산 손실 사태의 전말과 예상되는 후폭풍을 정리했다. ▶ 글 싣는 순서① 방역 성과 무너뜨린 대구시 백신 독자 도입 논란 ② 해결 물꼬 튼 대구 취수원 이전…구미 반대 여론 과제로 ③ 재수 끝에 도의회 문턱 넘은 군위군 편입 ④...  
13,"대구은행, 지역 청년·신혼부부 주거복지 증진 업무협약","  DGB대구은행은 대구시, 주택금융공사와 함께 대구시 청년·신혼부부 행복주택 디딤돌사업 업무협약을 체결했다고 23일 밝혔다. 전날 오후 대구시청 별관에서 진행된 이번 협약은 대구시 거주 청년·신혼부부의 주거안정을 위한 금융지원을 도모하기 위해 마련된 것으로 임성훈 대구은행장과 권영진 대구시장...  "
14,"DGB대구은행, 2021 포용금융 유공 시상 2관왕",  자영업자·서민금융 지원 우수기관 선정 [시장경제=양일국 기자] 사진=DGB금융 제공 DGB대구은행은 금융감독원이 주관하는 '2021년 포용금융 부문 유공자 시상'에서 자영업자 사업역량 강화 지원에 대한 공로와 서민금융 활성화에 이바지한 공로를 인정받아 '자영업자 경영컨설팅 지원 부문 및 서민금융 지원...  
15,"DGB대구은행, 폐트병 파쇄 무인 수거기 설치","  DGB대구은행이 지역 지방기업 최초로 폐트병 파쇄 무인 수거기를 설치했다. DGB대구은행은 임직원과 시민의 적극적 참여를 통한 환경보호 실천 및 취약계층 아동 후원을 위해 지역 지방기업 최초 페트병 파쇄 무인수거기를 수성동 본점에 설치했다고 22일 밝혔다. '컴온, 분리수거' 사업의 일환으로 실시되는...  "
16,"DGB대구은행, 대구시니어클럽 핫팩 2만 7천여개 전달",  DGB대구은행(은행장 임성훈)은 일자리 사업과 사회 활동에 참여 중인 어르신들에게 따뜻함을 전하고자 대구시니어클럽협회에 핫팩을 전달했다고 28일 밝혔다. 시니어클럽은 노인의 생애 경험 및 지식을 활용할 수 있는 다양한 노인 적합형...  
17,"DGB대구은행 상주지점, 소외된 불우이웃 후원","  대구은행 상주지점은 지난 27일 사랑나눔 성금 200만원을 상주시청에 기탁했다. 대구은행 상주지점은 지난 27일 연말에 소외된 불우이웃을 위한 지역 내 사랑 나눔 확산과 지역 기업의 사회적 책임 강화 차원에서 임직원 급여 1% 사랑 나눔 성금 200만원을 상주시청에 기탁했다.권선일 지점장은 ""상주시...  "
18,"임성훈 대구은행장, 미래 성장 동력 '디지털 혁신·인재' 두 마리 토끼 ...","  새로운 세상에 대한 유연한 시각으로 DGB고객 만족 업그레이드 임성훈 DGB대구은행장이 디지털 혁신 '메타버스'의 적극적인 활용과 MZ세대와의 활발한 소통으로 주목받고 있다. 임 행장은 본인 페이스북 게시글을 통해 ""24일 저는 미래 성장 동력인 디지털 혁신을 도모하고, MZ세대 직원들과의 격의 없는 소통을...  "
19,"대구가톨릭대-대구은행, 상호교류 업무협약 체결","  대구가톨릭대학교가 지난 23일 교내에서 대구은행과 상호교류 업무협약을 체결했다. 이번 협약은 지역사회 발전과 평생교육 및 학술연구 협력을 통한 지역주민의 복리증진 등을 목표로 마련됐다. 협약의 주요 내용은 △지역민의 자부심 고양 및 지역사회 발전을 위한 상호 협력 △연구자료, 간행물, 학술정보...  "
20,"대구가톨릭대, 대구은행과 상호교류 협약 체결","  대구가톨릭대(총장 우동기)는 대구은행(행장 임성훈)과 최근 상호교류 협약을 체결했다. 양 기관은 이번 협약을 통해 ▷지역민의 자부심 고양 및 지역사회 발전을 위한 상호 협력 ▷연구자료, 간행물, 학술정보, 연구 인력 및 인적 네트워크 상호활용 ▷상호 협의에 따라 전문교육에 필요한 인적교류 및 강의지원...  "
21,"DGB대구은행, 연말연시 대구시니어클럽에 핫팩 전달","  ""어르신들 밝고 건강한 노후 응원"" [시장경제=양일국 기자] 임성훈 DGB대구은행장. 사진=대구은행 제공, 시장경제DB DGB대구은행은 일자리 사업과 사회 활동에 참여 중인 고령 주민들의 건강을 기원하고 따뜻함을 전하고자 대구시니어클럽협회에 핫팩을 전달했다고 29일 밝혔다. 시니어클럽은 노인의 생애...  "
22,"DGB대구은행, 지역 의료진 위한 연말 마스크 30만장 지원",  뉴데일리 강승탁 기자 = DGB대구은행(은행장 임성훈)은 연말을 맞아 대구 관내에서 근무 중인 의료진들을 위한 ‘의료진 연말 마스크 지원’ 전달식을 실시했다. 지난 23일 오후 수성동 본점에서 전달된 ‘의료진 연말 마스크 지원’ 사업은 최근 오미크론의 확산으로 여전히 격무에 시달리며 일선에서...  
23,"대구은행 성주지점, 쌀 33포 기탁","  대구은행 경북 성주지점은 지난 24일 성주읍행정복지센터를 방문해 이웃을 위한 백미 33포(100만원 상당)를 기탁했다. 대구은행 성주지점은 매년 사랑의 연탄나누기 운동, 이웃사랑 성금기탁 등 지역사회 공헌활동을 하고 있다.  "
24,"DGB대구은행 사외보 향토와 문화, 지역 역사·문화 파수꾼",  기사내용 요약100호 발간…독자들 호평 DGB대구은행은 사외보 향토와 문화 100호를 발간했다고 20일 밝혔다. 향토와 문화는 DGB대구은행이 지역 역사와 문화 살리기에 앞장서고자 1996년 3월 창간한 계간 사외보다. 향토와 문화는 매호마다 한 가지 주제를 선정해 다루는 특별한 형식이었기에 깊이 있는 콘텐츠가...  
25,"DGB대구은행, 2021 하반기 신입행원 은행장과 ‘메타버스’ 간담회","  ▲ CNB,씨앤비,시앤비,CNB뉴스,씨앤비뉴스 DGB대구은행은 MZ세대 직원들과의 격의 없는 소통을 위해 은행장과 신입행원과의 온라인 만남을 진행했다.(사진=DGB대구은행 제공) DGB대구은행은 MZ세대 직원들과의 격의 없는 소통을 위해 은행장과 신입행원과의 온라인 만남을 진행했다고 밝혔다. 신입행원 연수...  "
26,"대구은행 성주지점, 백미 기탁",  DGB 대구은행 성주지점(지점장 소영섭)은 최근 성주읍행정복지센터를 방문해 어려운 이웃을 위해 써달라며 백미 33포(100만원상당)를 기탁했다.  
27,"DGB대구은행, 지역 의료진 연말 마스크 30만장 지원","  ▲ CNB,씨앤비,시앤비,CNB뉴스,씨앤비뉴스 DGB대구은행은 23일 오후 수성동 본점에서 ‘의료진 연말 마스크 지원’ 전달식을 실시했다. (사진=DGB대구은행 제공) DGB대구은행은 연말을 맞이해 대구 관내에서 근무 중인 의료진들을 위한 ‘의료진 연말 마스크 지원’ 전달식을 실시했다. 지난 23일 오후 수성동...  "
28,"홍덕산업(주)·대구은행, 포항시에 이웃돕기 성금 전달","  ▲ 홍덕산업(주)과 대구은행은 포항시에 이웃돕기 성금을 전달했다. /포항시 제공 포항시는 '희망2022 나눔캠페인 불우이웃돕기' 성금으로 포항시 남구 대송면에 소재한 홍덕산업(주)가 성금 4천만 원, 대구은행이 성금 2천만 원을 포항시에 기탁했다고 밝혔다. 24일 주종대 홍덕산업 대표이사를 비롯한 관계자...  "
29,"대구은행, 캄보디아서 41억 불법 로비 의혹‥""회장 책임""","  대구은행장을 지낸 김태오 회장 등 4명이 기소됐습니다. 한태연 기자입니다. ◀ 리포트 ▶ 지난 2018년 DGB대구은행은 캄보디아 현지에서 대출전문은행을 인수했습니다. 여신업무, 즉 대출만 가능한 특수 은행이었습니다. 지난해 대구은행은 새로운 시도를 시작합니다. 업무가 제한적인 이 은행을 키우기 위해...  "
30,DGB대구은행 '메리 크리스마스' 사랑의 케이크 나눔,  DGB대구은행은 21일 중구 소재 행복의 일터에서 '사랑의 케이크 나눔' 전달식을 실시했다고 밝혔다. 사랑의 케이크 나눔 행사는 신종코로나바이러스감염증(코로나19)로 외부활동이 제한된 가운데 지역아동센터에서 많은 시간을 보내고 있는 아동들을 위해 다가오는 크리스마스에 대한 좋은 추억거리를...  
31,"DGB대구은행, 사랑의 케이크 전달",  DGB대구은행은 21일 중구 소재 행복의 일터에서 ‘사랑의 케이크 나눔’ 전달식을 열었다. 이번 행사는 코로나19로 지역아동센터에서 많은 시간을 보내고 있는 아동들을 위해 다가오는 크리스마스에 대한 좋은 추억거리를 제공하기 위해 마련됐다. 올해 크리스마스 케이크는 지역 장애인 직업재활시설인...  
32,김태오 회장 불구속 기소…대구은행 또 CEO 리스크?,  김태오 DGB금융지주 회장과 DGB대구은행 전·현직 임직원 3명이 불법 로비자금을 조성한 혐의로 6일 불구속 기소돼 'CEO 리스크 악몽'이 재현될 조짐이 보인다. 이번 사태는 박인규 전 대구은행장이 비자금 조성 및 채용비리 등 혐의로 중도 사퇴한 지 불과 3년여 만에 발생한 것이다. 은행 내부에서는 경영 차질에...  
33,"홍덕산업·대구은행, 포항시에 이웃돕기 성금 전달","  24일 포항 소재 홍덕산업(주)과 대구은행이 희망2022 나눔캠페인 이웃돕기 성금을 포항시에 기탁하고 있다. 포항시 포항시가 희망2022 나눔캠페인 이웃돕기 성금으로 포항시 남구 대송면에 소재한 홍덕산업(주)가 성금 4000만 원, 대구은행이 성금 2000만 원을 포항시에 기탁했다고 밝혔다. 24일 주종대 홍덕산업...  "
34,"대구가톨릭대, 대구은행과 상호교류 협약 맺어","  대구가톨릭대(총장 우동기)는 대구은행(행장 임성훈)과 지난 23일 지역사회 발전을 위한 상호교류 협약을 체결했다. 이번 협약의 주요 내용은 지역민의 자부심 고양 및 지역사회 발전을 위한 상호 협력, 연구자료·간행물·학술정보·연구 인력 및 인적 네트워크 상호활용, 상호 협의에 따라 전문교육에 필요한...  "
35,"전국금융산업노동조합 대구은행지부, 초록우산어린이재단에 1억500만원...","  전국금융산업노동조합 대구은행지부(노조위원장 김정원)는 지난 23일 지역 저소득 가정 아동을 돕기 위한 후원금 1억500만원을 초록우산어린이재단 대구지역본부와 경북지역본부에 전달했다. 전달된 후원금은 지역아동센터 학습존 설치, 다문화가정 아동 학습비 지원, 주거 빈곤 아동 주거 개보수 지원 및...  "
36,"오마이걸 아린, 대구 연탄은행에 연탄 2만 장 기부","  16일 WM엔터테인먼트는 ""오마이걸 아린이 지난 15일 밥상공동체 대구 연탄은행에 연탄 2만 장 상당의 1,600만원을 기부했다""라고 밝혔다. 아린이 후원한 연탄 2만 장은 지역의 에너지 취약계층이 따뜻한 겨울을 날 수 있도록 지원될 예정이다. 아린은 지난 1월 독거 어르신 등 저소득 취약계층에 약 1,000만원...  "
37,"임성훈 DGB대구은행장, 어르신들 따뜻한 겨울나기 도와 남다른 '효'실천...",  임성훈 DEGB대구은행장 DGB대구은행(임성훈 은행장)은 대구경북지역서 성장한 향토금융기관으로서 상시적으로 도움이 필요한 이웃들에게 통큰 기부와 봉사활동을 함으로써 사회적 공헌을 실천하고 있다. 이에 발맞추어 임성훈 DGB대구은행장은 연말을 맞이해 따뜻한 겨울을 나도록 어르신들에게 약...  
38,"DGB금융지주, 자회사 대구은행 주당 808원 현금배당 결정",  DGB금융지주는 자회사인 대구은행이 보통주 1주당 808원의 현금배당을 결정했다고 20일 공시했다. 배당기준일은 지난 6일이며 배당금총액은 1099억8900만원이다.  
39,대구은행 캄보디아 금융사고 관련 김태오 DGB 회장 등 기소,"  대구지검 반부패수사부(김남훈 부장검사)는 6일 당시 대구은행장을 겸직했던 김태오 회장과 당시 대구은행 글로벌본부장(상무)인 A씨, 글로벌사업부장 B씨, 현지법인인 DGB 특수은행(SB)의 부행장인 C씨 등 4명을 불구속기소했다. 이들은 대구은행이 지난해 4∼10월 캄보디아 현지법인 특수은행의 상업은행 인가...  "
40,DGB대구은행 ESG경영 몸소 실천,"  대구기업 최초로 수성구 본점 페트병 파쇄 무인수거기설치 수익금 취약계층 아동에 전달 DGB대구은행은 임직원과 시민의 적극적 참여를 통한 환경보호 실천 및 취약계층 아동 후원을 위해 대구지역 지방기업 최초 페트병 파쇄 무인수거기를 수성동 본점에 설치했다. 이번 파쇄기 설치사업은 '컴온, 분리수거...  "
41,"홍덕산업·대구은행, 포항시에 이웃돕기 성금 전달","  조인호 기자, 포항시는 ‘희망2022 나눔캠페인 불우이웃돕기’ 성금으로 포항시 남구 대송면에 소재한 홍덕산업이 성금 4000만 원, 대구은행(139130)이 성금 2000만 원을 포항시에 기탁했다고 밝혔다. 24일 주종대 홍덕산업 대표이사를 비롯한 관계자 2명은 포항시청을 방문해 주위의 어려운 이웃들에게 써달라며...  "
42,"대구은행 상주지점, 불우이웃 위한 사랑나눔 실천",  대구은행 상주지점(지점장 권선일)은 최근 소외된 불우이웃을 위한 사랑 나눔 성금 200만원을 상주시에 기탁했다.  
43,"전국금융산업노동조합 대구은행지부, 저소득 가정 아동 돕기 후원금 전...",    
44,"DGB대구은행, 사외보 '향토와 문화'","  DGB대구은행(은행장 임성훈)은 사외보 '향토와 문화' 100호를 발간하고, 이를 기념해 두 권의 특집호 발간 및 기념식을 개최했다. '향토와 문화'는 DGB대구은행이 지역 역사와 문화 살리기에 앞장서고자 앞장서겠다는 일념으로 1996년 3월에 창간한 계간 사외보로서, 많은 독자들의 성원 속에 25년간 꾸준히...  "
45,"하이투자증권·대구은행, 복합점포 ‘DIGNITY 여의도센터’ 오픈",  사진=하이투자증권하이투자증권 여의도WM센터와 대구은행 여의도지점이 결합된 DIGNITY 여의도센터는 하이투자증권 본사가 이달 말 이전해 새롭게 둥지를 트는 하이투자증권빌딩(서울시 영등포구 여의대로66) 4층에 위치한다. DIGNITY 여의도센터는 공동 상담실을 운영하는 등 협업을 바탕으로 그룹...  
46,해외부동산 손실 대구은행 간부 4명 기소,  DGB대구은행의 캄보디아 부동산 매입손실 사건과 관련해 대구은행 간부 4명이 재판에 넘겨졌습니다. 대구지방검찰청은 국제뇌물방지법 등의 혐의로 김태오 DGB금융지주 회장와 당시 글로벌 본부장 등 4명을 불구속 기소했습니다. 이들은 지난해 4월부터 캄보디아 현지 은행 인가를 받기 위해 금융담당...  
47,DGB대구은행 영주지점 이웃돕기 성금 350만원 기탁,"  DGB대구은행 영주지점은 지난 22일 영주시청을 방문, 직원들이 모금한 성금 350만원(성금 200만, 전기장판 150만원 상당)을 기탁했다. 기부된 성품은 읍면동 행정복지센터에서 추천을 통해 전달된다.  "
48,"주택금융공사, 대구시-대구은행-농협은행과 ‘청년‧신혼부부 전세보증...","  대출한도, 청년 5000만원‧신혼부부 1억원 이내 대구시 협약보증, 대출이자 연 2%p 지원 가능 보증료율‧보증한도 등 보증요건도 우대할 예정 최준우 사장 “포용적 주택금융 온기 퍼뜨릴 것” [한국금융신문 임지윤 기자] 한국주택금융공사(사장 최준우)는 대구시(시장 권영진), DGB대구은행(행장 임성훈)...  "
49,"신보, 대구은행과 지역 뉴딜산업 업무 협약",  기사내용 요약대구은행 50억 특별출연…총 1000억 협약보증 지원 신용보증기금(신보)은 대구은행과 2일 대구은행 본점에서 '환경·사회·지배구조(ESG) 경영 실천을 위한 미래 유망 뉴딜산업 금융지원 업무협약'을 맺었다고 밝혔다. 이번 협약은 신보와 대구은행이 뉴딜 선도기업 등을 발굴·지원해 지역의 미래...  
50,"대구은행, 먹튜브랑 하는 숨맛꼭질 공모전 시상식",  DGB대구은행과 대구광역시 남구청은 대구광역시 남구 지역 소상공인 및 자영업자의 홍보 및 매출 활성화를 위해 진행한 '먹튜브랑 하는 숨맛꼭질' 유튜브 공모전 시상식을 개최했다고 17일 밝혔다. 지난 10월 12일부터 11월 21일까지 진행된 이번 공모전에는 약 40여개의 영상이 업로드 됐으며 요건 심사 및...  
51,"DGB대구은행, 마이데이터기반 개인자산관리 서비스 실시","  DGB대구은행은 마이데이터기반 개인자산관리 서비스의 문을 열고 이를 기념해 5성급 호텔 숙박권, 스마트 워치 등을 매일 추첨 증정하는 기념 이벤트를 실시한다고 2일 밝혔다. 통합된 금융데이터를 확보하고 축적해 종합적으로 활용하는 마이데이터는 정보 주체인 고객이 동의하면 금융기관에 분산돼 있는...  "
52,"대구은행 경산영업부, 이웃돕기 성금 1천만원 기탁",  대구은행 경산영업부는 21일 경산시청을 방문해 한파로 난방에 어려움을 겪고 있는 이웃들을 위해 성금 1천만원을 기탁했다. 대구은행 경산영업부는 매년 희망나눔캠페인 뿐만 아니라 지역아동센터에 교복비를 지원하는 등 다양한 사회공헌활동을 해오고 있다.  
53,"대구-경북-대구은행, 소상공인 지원 협약","  대구시와 경북도,대구은행은 지역 소상공인 지원을 위해 오늘(8일) 대구은행 본점에서 코로나 극복 상생 협력을 위한 업무협약을 합니다. 협약에 따라 대구·경북 행정복지센터 470여 곳과 대구은행 200여 개 영업점이 네트워크를 구축해 경영 상담과 교육훈련, SNS 홍보, 상품개발 등 종합적인 지원에 나설...  "
54,"대구은행, 경산시에 이웃돕기성금 1000만원 기탁","  대구은행 경산영업부(부장 윤수왕)는 21일 경산시청을 방문해 어려운 이웃들을 위해 성금 1,000만 원을 기탁했다. 대구은행 경산영업부 윤수왕 부장은 ""지역민들로부터 받는 사랑에는 못 미치지만, 앞으로도 매년 우리 이웃들을 생각하고 도울 수 있도록 노력하겠다.""고 말했다. 최영조 경산시장은 ""어려운 상황...  "
55,"DGB대구은행, 국가고객만족도(NCSI) 지방은행 '1위'",  DGB대구은행은 한국생산성본부가 주관하는 2021년 국가고객만족도(NCSI) 조사에서 지방은행 1위 기업으로 선정됐다고 9일 밝혔다. 국가고객만족도(NCSI)는 한국생산성본부와 미국 미시간 대학이 공동 개발한 고객만족 측정 지표로 미국고객만족도(ACSI)와 동일한 측정 방법을 이용해 대표성과 신뢰성을...  
56,"DGB대구은행 BC카드, CU편의점 택배운임 무제한 할인 행사",  DGB대구은행은 택배 이용이 증가하는 연말 시즌을 맞아 DGB대구은행 BC카드 고객을 대상으로 CU편의점 택배운임 즉시 할인 이벤트를 진행한다. 10일 DGB대구은행에 따르면 BGF네트웍스와 제휴해 DGB대구은행 BC카드(개인) 단독으로 실시하는 이번 행사는 내년 3월31일까지 4개월간 횟수 제한 없이 진행된다....  
57,"[포토] 전국금융산업노동조합 DGB대구은행지부, 대구 1억5백만·경북 6천...",  사진제공=DGB대구은행 전국 금융노조 DGB대구은행지부는 저소득 아동을 돕기위해 대구 1억5백만·경북 6천5백만원을 초록우산 어린이 재단에 기부했다. 민영뉴스통신사 국제뉴스  
58,"DGB대구은행·하이투자證, 복합점포 'DIGNITY 여의도센터' 오픈","  서울 8개 복합금융센터망 확보 계열사 간 시너지 영업 확대 [시장경제=양일국 기자] 왼쪽부터 장활언 대구은행 수도권본부장, 이은일 대구은행 여의도지점장, 조경휘 하이투자증권 여의도WM센터장, 박춘호 하이투자증권 WM사업본부장. 사진=DGB대구은행 제공 DGB금융그룹은 지난 13일 서울지역 세 번째...  "
59,대구시-경북도-대구은행 코로나19 극복 지역상생 업무협약,"  대구시와 경북도, 대구은행이 코로나19 극복을 위한 지역상생 협력에 나섰다. 8일 대구시에 따르면 대구시와 경북도, 대구은행은 이날 대구은행 본점에서 '코로나 극복 지역상생 협력구축을 위한 업무협약'을 체결했다. 코로나19로 매출 감소와 경영 악화 등 많은 어려움을 겪고 있는 지역 소상공인과...  "
60,대구은행·대구 남구청 '먹튜브랑 하는 숨맛꼭질 공모전' 시상식,  DGB대구은행과 남구청이 지역 소상공인들을 위한 유튜브 공모전 시상식에서 수상자 및 임성훈 은행장과 조재구 남구청장이 기념촬영을 하고 있다. 사진=대구은행 제공 DGB대구은행과 대구광역시 남구청은 지난 17일 대구광역시 남구 지역 소상공인 및 자영업자의 홍보·매출 활성화를 위해 진행한 '먹튜브랑...  
61,위기의 소상공인 돕는다…대구시·경북도·대구은행 협약,"  대구시와 경북도, 대구은행이 코로나19로 매출 감소, 경영악화 등 어려움을 겪는 소상공인, 자영업자 지원을 위해 힘을 모은다. 이들 기관은 8일 대구은행 본점에서 권영진 대구시장, 이철우 경북도지사, 임성훈 대구은행장이 참석한 가운데 '코로나 극복 지역 상생 협력 구축을 위한 업무협약'을 체결한다....  "
62,"전국금융산업노동조합 대구은행지부, 대구·경북 저소득가정 아동 후원...","  전국금융산업노동조합 대구은행지부(노조위원장 김정원)는 지역 저소득 가정 아동을 돕기 위한 후원금을 초록우산 어린이재단 대구지역본부와 경북지역본부에 전달했다고 23일 밝혔다. 초록우산 어린이재단 대구지역본부(본부장 이형진)에 전달된 후원금 1억5백만원은 지역아동센터 학습존 설치, 다문화...  "
63,"DGB대구은행 노조 ""김태오 회장 거취 결정하라""",  전국금융산업노조 DGB대구은행지부가 7일 성명을 통해 로비자금 조성 명목으로 캄보디아 부동산 매매대금을 부풀려 검찰에 불구속 기소된 김태오 회장의 거취 결정을 촉구했다. 대구지검 반부패수사부(부장검사 김남훈)는 지난 6일 국제상거래에 있어 외국 공무원에 대한 뇌물방지법 위반 등 혐의로 김 회장 등...  
64,"DGB대구은행-하이투자증권, 복합점포 'DIGNITY 여의도센터' 오픈",  DGB대구은행 여의도지점과 하이투자증권 여의도WM센터가 결합된 DIGNITY 여의도센터는 하이투자증권 본사가 이달 말 이전해 새롭게 둥지를 트는 하이투자증권빌딩(서울시 영등포구 여의대로66) 4층에 위치한다. DIGNITY 여의도센터는 공동 상담실을 운영하는 등 협업을 바탕으로 그룹 계열사 간 시너지...  
65,"DGB대구은행-대구 남구청, ‘먹튜브랑 하는 숨맛꼭질’ 유튜브 공모전 ...","  지역 소상공인·자영업자 홍보와 매출 활성화에 적극 나서 최병수 기자, DGB대구은행(139130)과 대구시 남구청(구청장 조재구)은 대구 남구 지역 소상공인 및 자영업자의 홍보 및 매출 활성화를 위해 진행한 ‘먹튜브랑 하는 숨맛꼭질’ 유튜브 공모전 시상식을 개최했다. 지난 10월 12일부터 11월 21일까지 진행된...  "
66,"DGB대구은행 - 대구시 남구청, ‘먹튜브랑 하는 숨맛꼭질 공모전’ 시상...","  ▲ CNB,씨앤비,시앤비,CNB뉴스,씨앤비뉴스 DGB대구은행과 대구시 남구청은 ‘먹튜브랑 하는 숨맛꼭질’ 유튜브 공모전 시상식을 개최했다. (사진=DGB대구은행 제공) DGB대구은행과 대구시 남구청(구청장 조재구)은 대구시 남구 지역 소상공인 및 자영업자의 홍보 및 매출 활성화를 위해 진행한 ‘먹튜브랑 하는...  "
67,"DGB대구은행 - 대구시 남구청, '먹튜브랑 하는 숨맛꼭질 공모전' 시상식",  DGB대구은행(은행장 임성훈)과 대구광역시 남구청(구청장 조재구)은 대구광역시 남구 지역 소상공인 및 자영업자의 홍보 및 매출 활성화를 위해 진행한 '먹튜브랑 하는 숨맛꼭질' 유튜브 공모전 시상식을 개최했다. 지난 10월 12일부터 11월 21일까지 진행된 이번 공모전에는 약 40여개의 영상이 업로드 되었으며...  
